"producto","mes_corte","ventas_mes_anterior","promedio_movil_ventas_3_meses","promedio_movil_ventas_6_meses","promedio_movil_ventas_12_meses","vistas_producto_mes_anterior","promedio_movil_vistas_3_meses","ventas_mes_siguiente"
"Harbinger Lifting Chain Collars Negro","2023-12","1","1.00","1.00","1.00","17","12.00","1"
"Harbinger Lifting Chain Collars Negro","2024-01","1","0.67","1.00","1.08","13","10.00","1"
"Harbinger Lifting Chain Collars Negro","2024-02","1","1.00","1.00","1.17","14","14.67","1"
"Harbinger Lifting Chain Collars Negro","2024-03","1","1.00","1.00","1.17","12","13.00","1"
"Harbinger Lifting Chain Collars Negro","2024-04","1","1.00","0.83","1.08","17","14.33","1"
"Harbinger Lifting Chain Collars Negro","2024-05","1","1.00","1.00","1.00","19","16.00","0"
"Harbinger Lifting Chain Collars Negro","2024-06","0","0.67","0.83","0.92","0","12.00","1"
"Harbinger Lifting Chain Collars Negro","2024-07","1","0.67","0.83","0.92","15","11.33","3"
"Harbinger Lifting Chain Collars Negro","2024-08","3","1.33","1.17","1.08","11","8.67","1"
"Harbinger Lifting Chain Collars Negro","2024-09","1","1.67","1.17","1.08","17","14.33","0"
"Harbinger Lifting Chain Collars Negro","2024-10","0","1.33","1.00","0.92","10","12.67","1"
"Harbinger Lifting Chain Collars Negro","2024-11","1","0.67","1.00","1.00","21","16.00","1"
"Harbinger Lifting Chain Collars Negro","2024-12","1","0.67","1.17","1.00","18","16.33","0"
"Harbinger Lifting Chain Collars Negro","2025-01","0","0.67","1.00","0.92","18","19.00","5"
"Harbinger Lifting Chain Collars Negro","2025-02","5","2.00","1.33","1.25","12","16.00","1"
"Harbinger Lifting Chain Collars Negro","2025-03","1","2.00","1.33","1.25","13","14.33","5"
"Harbinger Lifting Chain Collars Negro","2025-04","5","3.67","2.17","1.58","14","13.00","5"
"Harbinger Lifting Chain Collars Negro","2025-05","5","3.67","2.83","1.92","17","14.67","3"
"Harbinger Lifting Chain Collars Negro","2025-06","3","4.33","3.17","2.17","15","15.33","6"
"Harbinger Lifting Chain Collars Negro","2025-07","6","4.67","4.17","2.58","23","18.33","1"
"Harbinger Lifting Chain Collars Negro","2025-08","1","3.33","3.50","2.42","17","18.33","0"
"Harbinger Lifting Chain Collars Negro","2025-09","0","2.33","3.33","2.33","16","18.67","6"
"Harbinger Lifting Chain Collars Negro","2025-10","6","2.33","3.50","2.83","10","14.33","1"
"Harbinger Lifting Chain Collars Negro","2025-11","1","2.33","2.83","2.83","20","15.33","0"
"Harbinger Lifting Chain Collars Negro","2025-12","0","2.33","2.33","2.75","11","13.67","5"
"Harbinger Lifting Chain Collars Negro","2026-01","5","2.00","2.17","3.17","13","14.67","2"
"Harbinger Lifting Chain Collars Negro","2026-02","2","2.33","2.33","2.92","14","12.67","5"
"Harbinger Lifting Chain Collars Negro","2026-03","5","4.00","3.17","3.25","14","13.67","5"
"Harbinger Lifting Chain Collars Negro","2026-04","5","4.00","3.00","3.25","15","14.33","6"
"Harbinger Lifting Chain Collars Negro","2026-05","6","5.33","3.83","3.33","18","15.67","9"
"Harbinger Liquid Chalk 250 ml Blanco","2023-06","3","3.67","3.50","3.08","29","23.67","3"
"Harbinger Liquid Chalk 250 ml Blanco","2023-07","3","3.33","3.33","3.08","26","25.33","3"
"Harbinger Liquid Chalk 250 ml Blanco","2023-08","3","3.00","3.33","3.08","22","25.67","4"
"Harbinger Liquid Chalk 250 ml Blanco","2023-09","4","3.33","3.50","3.08","25","24.33","5"
"Harbinger Liquid Chalk 250 ml Blanco","2023-10","5","4.00","3.67","3.50","37","28.00","5"
"Harbinger Liquid Chalk 250 ml Blanco","2023-11","5","4.67","3.83","3.75","26","29.33","5"
"Harbinger Liquid Chalk 250 ml Blanco","2023-12","5","5.00","4.17","3.83","22","28.33","5"
"Harbinger Liquid Chalk 250 ml Blanco","2024-01","5","5.00","4.50","3.92","21","23.00","4"
"Harbinger Liquid Chalk 250 ml Blanco","2024-02","4","4.67","4.67","4.00","25","22.67","4"
"Harbinger Liquid Chalk 250 ml Blanco","2024-03","4","4.33","4.67","4.08","23","23.00","4"
"Harbinger Liquid Chalk 250 ml Blanco","2024-04","4","4.00","4.50","4.08","22","23.33","4"
"Harbinger Liquid Chalk 250 ml Blanco","2024-05","4","4.00","4.33","4.08","23","22.67","3"
"Harbinger Liquid Chalk 250 ml Blanco","2024-06","3","3.67","4.00","4.08","20","21.67","5"
"Harbinger Liquid Chalk 250 ml Blanco","2024-07","5","4.00","4.00","4.25","31","24.67","4"
"Harbinger Liquid Chalk 250 ml Blanco","2024-08","4","4.00","4.00","4.33","24","25.00","4"
"Harbinger Liquid Chalk 250 ml Blanco","2024-09","4","4.33","4.00","4.33","17","24.00","9"
"Harbinger Liquid Chalk 250 ml Blanco","2024-10","9","5.67","4.83","4.67","30","23.67","8"
"Harbinger Liquid Chalk 250 ml Blanco","2024-11","8","7.00","5.50","4.92","28","25.00","5"
"Harbinger Liquid Chalk 250 ml Blanco","2024-12","5","7.33","5.83","4.92","36","31.33","8"
"Harbinger Liquid Chalk 250 ml Blanco","2025-01","8","7.00","6.33","5.17","37","33.67","10"
"Harbinger Liquid Chalk 250 ml Blanco","2025-02","10","7.67","7.33","5.67","26","33.00","6"
"Harbinger Liquid Chalk 250 ml Blanco","2025-03","6","8.00","7.67","5.83","34","32.33","7"
"Harbinger Liquid Chalk 250 ml Blanco","2025-04","7","7.67","7.33","6.08","20","26.67","5"
"Harbinger Liquid Chalk 250 ml Blanco","2025-05","5","6.00","6.83","6.17","25","26.33","6"
"Harbinger Liquid Chalk 250 ml Blanco","2025-06","6","6.00","7.00","6.42","28","24.33","8"
"Harbinger Liquid Chalk 250 ml Blanco","2025-07","8","6.33","7.00","6.67","16","23.00","5"
"Harbinger Liquid Chalk 250 ml Blanco","2025-08","5","6.33","6.17","6.75","28","24.00","8"
"Harbinger Liquid Chalk 250 ml Blanco","2025-09","8","7.00","6.50","7.08","33","25.67","5"
"Harbinger Liquid Chalk 250 ml Blanco","2025-10","5","6.00","6.17","6.75","31","30.67","11"
"Harbinger Liquid Chalk 250 ml Blanco","2025-11","11","8.00","7.17","7.00","29","31.00","5"
"Harbinger Liquid Chalk 250 ml Blanco","2025-12","5","7.00","7.00","7.00","31","30.33","7"
"Harbinger Liquid Chalk 250 ml Blanco","2026-01","7","7.67","6.83","6.92","33","31.00","9"
"Harbinger Liquid Chalk 250 ml Blanco","2026-02","9","7.00","7.50","6.83","37","33.67","9"
"Harbinger Liquid Chalk 250 ml Blanco","2026-03","9","8.33","7.67","7.08","25","31.67","8"
"Harbinger Liquid Chalk 250 ml Blanco","2026-04","8","8.67","8.17","7.17","40","34.00","15"
"Harbinger Liquid Chalk 250 ml Blanco","2026-05","15","10.67","8.83","8.00","34","33.00","17"
"Harbinger Massage Roller Negro","2023-06","3","3.33","3.67","3.17","29","23.00","3"
"Harbinger Massage Roller Negro","2023-07","3","3.00","3.50","3.25","20","22.67","4"
"Harbinger Massage Roller Negro","2023-08","4","3.33","3.50","3.33","16","21.67","5"
"Harbinger Massage Roller Negro","2023-09","5","4.00","3.67","3.50","22","19.33","3"
"Harbinger Massage Roller Negro","2023-10","3","4.00","3.50","3.58","18","18.67","4"
"Harbinger Massage Roller Negro","2023-11","4","4.00","3.67","3.67","19","19.67","3"
"Harbinger Massage Roller Negro","2023-12","3","3.33","3.67","3.67","26","21.00","4"
"Harbinger Massage Roller Negro","2024-01","4","3.67","3.83","3.67","23","22.67","4"
"Harbinger Massage Roller Negro","2024-02","4","3.67","3.83","3.67","17","22.00","4"
"Harbinger Massage Roller Negro","2024-03","4","4.00","3.67","3.67","25","21.67","4"
"Harbinger Massage Roller Negro","2024-04","4","4.00","3.83","3.67","29","23.67","4"
"Harbinger Massage Roller Negro","2024-05","4","4.00","3.83","3.75","31","28.33","4"
"Harbinger Massage Roller Negro","2024-06","4","4.00","4.00","3.83","14","24.67","8"
"Harbinger Massage Roller Negro","2024-07","8","5.33","4.67","4.25","18","21.00","3"
"Harbinger Massage Roller Negro","2024-08","3","5.00","4.50","4.17","18","16.67","9"
"Harbinger Massage Roller Negro","2024-09","9","6.67","5.33","4.50","16","17.33","6"
"Harbinger Massage Roller Negro","2024-10","6","6.00","5.67","4.75","13","15.67","14"
"Harbinger Massage Roller Negro","2024-11","14","9.67","7.33","5.58","37","22.00","12"
"Harbinger Massage Roller Negro","2024-12","12","10.67","8.67","6.33","21","23.67","11"
"Harbinger Massage Roller Negro","2025-01","11","12.33","9.17","6.92","25","27.67","10"
"Harbinger Massage Roller Negro","2025-02","10","11.00","10.33","7.42","25","23.67","14"
"Harbinger Massage Roller Negro","2025-03","14","11.67","11.17","8.25","26","25.33","9"
"Harbinger Massage Roller Negro","2025-04","9","11.00","11.67","8.67","34","28.33","12"
"Harbinger Massage Roller Negro","2025-05","12","11.67","11.33","9.33","17","25.67","13"
"Harbinger Massage Roller Negro","2025-06","13","11.33","11.50","10.08","28","26.33","9"
"Harbinger Massage Roller Negro","2025-07","9","11.33","11.17","10.17","31","25.33","14"
"Harbinger Massage Roller Negro","2025-08","14","12.00","11.83","11.08","18","25.67","10"
"Harbinger Massage Roller Negro","2025-09","10","11.00","11.17","11.17","26","25.00","9"
"Harbinger Massage Roller Negro","2025-10","9","11.00","11.17","11.42","31","25.00","12"
"Harbinger Massage Roller Negro","2025-11","12","10.33","11.17","11.25","38","31.67","5"
"Harbinger Massage Roller Negro","2025-12","5","8.67","9.83","10.67","35","34.67","9"
"Harbinger Massage Roller Negro","2026-01","9","8.67","9.83","10.50","28","33.67","13"
"Harbinger Massage Roller Negro","2026-02","13","9.00","9.67","10.75","36","33.00","14"
"Harbinger Massage Roller Negro","2026-03","14","12.00","10.33","10.75","20","28.00","19"
"Harbinger Massage Roller Negro","2026-04","19","15.33","12.00","11.58","30","28.67","18"
"Harbinger Massage Roller Negro","2026-05","18","17.00","13.00","12.08","18","22.67","24"
"Harbinger Mini Band Set Multicolor","2023-06","0","0.67","0.50","0.83","17","17.33","2"
"Harbinger Mini Band Set Multicolor","2023-07","2","0.67","0.83","0.83","22","19.00","1"
"Harbinger Mini Band Set Multicolor","2023-08","1","1.00","0.83","0.83","27","22.00","2"
"Harbinger Mini Band Set Multicolor","2023-09","2","1.67","1.17","1.00","29","26.00","2"
"Harbinger Mini Band Set Multicolor","2023-10","2","1.67","1.17","1.17","29","28.33","0"
"Harbinger Mini Band Set Multicolor","2023-11","0","1.33","1.17","1.00","13","23.67","2"
"Harbinger Mini Band Set Multicolor","2023-12","2","1.33","1.50","1.00","33","25.00","2"
"Harbinger Mini Band Set Multicolor","2024-01","2","1.33","1.50","1.17","28","24.67","1"
"Harbinger Mini Band Set Multicolor","2024-02","1","1.67","1.50","1.17","15","25.33","0"
"Harbinger Mini Band Set Multicolor","2024-03","0","1.00","1.17","1.17","19","20.67","2"
"Harbinger Mini Band Set Multicolor","2024-04","2","1.00","1.17","1.17","18","17.33","2"
"Harbinger Mini Band Set Multicolor","2024-05","2","1.33","1.50","1.33","25","20.67","1"
"Harbinger Mini Band Set Multicolor","2024-06","1","1.67","1.33","1.42","26","23.00","22"
"Harbinger Mini Band Set Multicolor","2024-07","22","8.33","4.67","3.08","17","22.67","28"
"Harbinger Mini Band Set Multicolor","2024-08","28","17.00","9.17","5.33","22","21.67","17"
"Harbinger Mini Band Set Multicolor","2024-09","17","22.33","12.00","6.58","19","19.33","33"
"Harbinger Mini Band Set Multicolor","2024-10","33","26.00","17.17","9.17","27","22.67","27"
"Harbinger Mini Band Set Multicolor","2024-11","27","25.67","21.33","11.42","26","24.00","17"
"Harbinger Mini Band Set Multicolor","2024-12","17","25.67","24.00","12.67","28","27.00","20"
"Harbinger Mini Band Set Multicolor","2025-01","20","21.33","23.67","14.17","27","27.00","34"
"Harbinger Mini Band Set Multicolor","2025-02","34","23.67","24.67","16.92","0","18.33","17"
"Harbinger Mini Band Set Multicolor","2025-03","17","23.67","24.67","18.33","33","20.00","2"
"Harbinger Mini Band Set Multicolor","2025-04","2","17.67","19.50","18.33","23","18.67","30"
"Harbinger Mini Band Set Multicolor","2025-05","30","16.33","20.00","20.67","27","27.67","25"
"Harbinger Mini Band Set Multicolor","2025-06","25","19.00","21.33","22.67","27","25.67","24"
"Harbinger Mini Band Set Multicolor","2025-07","24","26.33","22.00","22.83","27","27.00","34"
"Harbinger Mini Band Set Multicolor","2025-08","34","27.67","22.00","23.33","16","23.33","29"
"Harbinger Mini Band Set Multicolor","2025-09","29","29.00","24.00","24.33","25","22.67","20"
"Harbinger Mini Band Set Multicolor","2025-10","20","27.67","27.00","23.25","23","21.33","26"
"Harbinger Mini Band Set Multicolor","2025-11","26","25.00","26.33","23.17","26","24.67","25"
"Harbinger Mini Band Set Multicolor","2025-12","25","23.67","26.33","23.83","25","24.67","26"
"Harbinger Mini Band Set Multicolor","2026-01","26","25.67","26.67","24.33","40","30.33","32"
"Harbinger Mini Band Set Multicolor","2026-02","32","27.67","26.33","24.17","25","30.00","8"
"Harbinger Mini Band Set Multicolor","2026-03","8","22.00","22.83","23.42","25","30.00","37"
"Harbinger Mini Band Set Multicolor","2026-04","37","25.67","25.67","26.33","33","27.67","51"
"Harbinger Mini Band Set Multicolor","2026-05","51","32.00","29.83","28.08","23","27.00","18"
"Harbinger Padded Cotton Lifting Straps Negro","2023-06","2","2.67","2.67","2.67","21","27.00","3"
"Harbinger Padded Cotton Lifting Straps Negro","2023-07","3","2.67","2.67","2.67","31","26.00","3"
"Harbinger Padded Cotton Lifting Straps Negro","2023-08","3","2.67","2.83","2.75","16","22.67","3"
"Harbinger Padded Cotton Lifting Straps Negro","2023-09","3","3.00","2.83","2.75","30","25.67","2"
"Harbinger Padded Cotton Lifting Straps Negro","2023-10","2","2.67","2.67","2.75","29","25.00","4"
"Harbinger Padded Cotton Lifting Straps Negro","2023-11","4","3.00","2.83","2.83","25","28.00","3"
"Harbinger Padded Cotton Lifting Straps Negro","2023-12","3","3.00","3.00","2.83","27","27.00","3"
"Harbinger Padded Cotton Lifting Straps Negro","2024-01","3","3.33","3.00","2.83","32","28.00","3"
"Harbinger Padded Cotton Lifting Straps Negro","2024-02","3","3.00","3.00","2.92","25","28.00","0"
"Harbinger Padded Cotton Lifting Straps Negro","2024-03","0","2.00","2.50","2.67","19","25.33","3"
"Harbinger Padded Cotton Lifting Straps Negro","2024-04","3","2.00","2.67","2.67","23","22.33","2"
"Harbinger Padded Cotton Lifting Straps Negro","2024-05","2","1.67","2.33","2.58","25","22.33","3"
"Harbinger Padded Cotton Lifting Straps Negro","2024-06","3","2.67","2.33","2.67","30","26.00","13"
"Harbinger Padded Cotton Lifting Straps Negro","2024-07","13","6.00","4.00","3.50","21","25.33","23"
"Harbinger Padded Cotton Lifting Straps Negro","2024-08","23","13.00","7.33","5.17","19","23.33","26"
"Harbinger Padded Cotton Lifting Straps Negro","2024-09","26","20.67","11.67","7.08","29","23.00","27"
"Harbinger Padded Cotton Lifting Straps Negro","2024-10","27","25.33","15.67","9.17","27","25.00","31"
"Harbinger Padded Cotton Lifting Straps Negro","2024-11","31","28.00","20.50","11.42","28","28.00","24"
"Harbinger Padded Cotton Lifting Straps Negro","2024-12","24","27.33","24.00","13.17","24","26.33","32"
"Harbinger Padded Cotton Lifting Straps Negro","2025-01","32","29.00","27.17","15.58","27","26.33","18"
"Harbinger Padded Cotton Lifting Straps Negro","2025-02","18","24.67","26.33","16.83","31","27.33","23"
"Harbinger Padded Cotton Lifting Straps Negro","2025-03","23","24.33","25.83","18.75","30","29.33","24"
"Harbinger Padded Cotton Lifting Straps Negro","2025-04","24","21.67","25.33","20.50","25","28.67","22"
"Harbinger Padded Cotton Lifting Straps Negro","2025-05","22","23.00","23.83","22.17","23","26.00","29"
"Harbinger Padded Cotton Lifting Straps Negro","2025-06","29","25.00","24.67","24.33","21","23.00","22"
"Harbinger Padded Cotton Lifting Straps Negro","2025-07","22","24.33","23.00","25.08","26","23.33","17"
"Harbinger Padded Cotton Lifting Straps Negro","2025-08","17","22.67","22.83","24.58","29","25.33","22"
"Harbinger Padded Cotton Lifting Straps Negro","2025-09","22","20.33","22.67","24.25","24","26.33","20"
"Harbinger Padded Cotton Lifting Straps Negro","2025-10","20","19.67","22.00","23.67","33","28.67","27"
"Harbinger Padded Cotton Lifting Straps Negro","2025-11","27","23.00","22.83","23.33","28","28.33","21"
"Harbinger Padded Cotton Lifting Straps Negro","2025-12","21","22.67","21.50","23.08","19","26.67","18"
"Harbinger Padded Cotton Lifting Straps Negro","2026-01","18","22.00","20.83","21.92","29","25.33","26"
"Harbinger Padded Cotton Lifting Straps Negro","2026-02","26","21.67","22.33","22.58","25","24.33","37"
"Harbinger Padded Cotton Lifting Straps Negro","2026-03","37","27.00","24.83","23.75","29","27.67","28"
"Harbinger Padded Cotton Lifting Straps Negro","2026-04","28","30.33","26.17","24.08","33","29.00","48"
"Harbinger Padded Cotton Lifting Straps Negro","2026-05","48","37.67","29.67","26.25","22","28.00","31"
"Harbinger Power Lifting Belt Negro","2023-06","2","2.00","2.17","2.50","18","21.33","2"
"Harbinger Power Lifting Belt Negro","2023-07","2","2.00","2.17","2.50","20","21.00","2"
"Harbinger Power Lifting Belt Negro","2023-08","2","2.00","2.00","2.42","22","20.00","3"
"Harbinger Power Lifting Belt Negro","2023-09","3","2.33","2.17","2.42","26","22.67","2"
"Harbinger Power Lifting Belt Negro","2023-10","2","2.33","2.17","2.33","22","23.33","3"
"Harbinger Power Lifting Belt Negro","2023-11","3","2.67","2.33","2.33","17","21.67","2"
"Harbinger Power Lifting Belt Negro","2023-12","2","2.33","2.33","2.25","19","19.33","2"
"Harbinger Power Lifting Belt Negro","2024-01","2","2.33","2.33","2.25","17","17.67","2"
"Harbinger Power Lifting Belt Negro","2024-02","2","2.00","2.33","2.17","14","16.67","1"
"Harbinger Power Lifting Belt Negro","2024-03","1","1.67","2.00","2.08","17","16.00","2"
"Harbinger Power Lifting Belt Negro","2024-04","2","1.67","2.00","2.08","24","18.33","2"
"Harbinger Power Lifting Belt Negro","2024-05","2","1.67","1.83","2.08","17","19.33","2"
"Harbinger Power Lifting Belt Negro","2024-06","2","2.00","1.83","2.08","17","19.33","3"
"Harbinger Power Lifting Belt Negro","2024-07","3","2.33","2.00","2.17","19","17.67","2"
"Harbinger Power Lifting Belt Negro","2024-08","2","2.33","2.00","2.17","10","15.33","4"
"Harbinger Power Lifting Belt Negro","2024-09","4","3.00","2.50","2.25","24","17.67","2"
"Harbinger Power Lifting Belt Negro","2024-10","2","2.67","2.50","2.25","14","16.00","6"
"Harbinger Power Lifting Belt Negro","2024-11","6","4.00","3.17","2.50","23","20.33","3"
"Harbinger Power Lifting Belt Negro","2024-12","3","3.67","3.33","2.58","22","19.67","2"
"Harbinger Power Lifting Belt Negro","2025-01","2","3.67","3.17","2.58","25","23.33","5"
"Harbinger Power Lifting Belt Negro","2025-02","5","3.33","3.67","2.83","13","20.00","4"
"Harbinger Power Lifting Belt Negro","2025-03","4","3.67","3.67","3.08","21","19.67","1"
"Harbinger Power Lifting Belt Negro","2025-04","1","3.33","3.50","3.00","20","18.00","3"
"Harbinger Power Lifting Belt Negro","2025-05","3","2.67","3.00","3.08","12","17.67","0"
"Harbinger Power Lifting Belt Negro","2025-06","0","1.33","2.50","2.92","14","15.33","2"
"Harbinger Power Lifting Belt Negro","2025-07","2","1.67","2.50","2.83","17","14.33","4"
"Harbinger Power Lifting Belt Negro","2025-08","4","2.00","2.33","3.00","16","15.67","5"
"Harbinger Power Lifting Belt Negro","2025-09","5","3.67","2.50","3.08","21","18.00","6"
"Harbinger Power Lifting Belt Negro","2025-10","6","5.00","3.33","3.42","21","19.33","3"
"Harbinger Power Lifting Belt Negro","2025-11","3","4.67","3.33","3.17","17","19.67","6"
"Harbinger Power Lifting Belt Negro","2025-12","6","5.00","4.33","3.42","18","18.67","6"
"Harbinger Power Lifting Belt Negro","2026-01","6","5.00","5.00","3.75","19","18.00","6"
"Harbinger Power Lifting Belt Negro","2026-02","6","6.00","5.33","3.83","10","15.67","6"
"Harbinger Power Lifting Belt Negro","2026-03","6","6.00","5.50","4.00","12","13.67","14"
"Harbinger Power Lifting Belt Negro","2026-04","14","8.67","6.83","5.08","16","12.67","21"
"Harbinger Power Lifting Belt Negro","2026-05","21","13.67","9.83","6.58","15","14.33","21"
"Harbinger Pro Wristwrap Gloves Negro","2023-06","1","1.00","0.83","0.92","9","11.67","1"
"Harbinger Pro Wristwrap Gloves Negro","2023-07","1","1.00","1.00","0.92","14","12.33","1"
"Harbinger Pro Wristwrap Gloves Negro","2023-08","1","1.00","1.00","1.00","9","10.67","1"
"Harbinger Pro Wristwrap Gloves Negro","2023-09","1","1.00","1.00","1.00","7","10.00","1"
"Harbinger Pro Wristwrap Gloves Negro","2023-10","1","1.00","1.00","1.00","7","7.67","1"
"Harbinger Pro Wristwrap Gloves Negro","2023-11","1","1.00","1.00","0.92","14","9.33","1"
"Harbinger Pro Wristwrap Gloves Negro","2023-12","1","1.00","1.00","0.92","10","10.33","0"
"Harbinger Pro Wristwrap Gloves Negro","2024-01","0","0.67","0.83","0.92","8","10.67","0"
"Harbinger Pro Wristwrap Gloves Negro","2024-02","0","0.33","0.67","0.83","8","8.67","1"
"Harbinger Pro Wristwrap Gloves Negro","2024-03","1","0.33","0.67","0.83","14","10.00","1"
"Harbinger Pro Wristwrap Gloves Negro","2024-04","1","0.67","0.67","0.83","14","12.00","0"
"Harbinger Pro Wristwrap Gloves Negro","2024-05","0","0.67","0.50","0.75","0","9.33","0"
"Harbinger Pro Wristwrap Gloves Negro","2024-06","0","0.33","0.33","0.67","6","6.67","22"
"Harbinger Pro Wristwrap Gloves Negro","2024-07","22","7.33","4.00","2.42","9","5.00","18"
"Harbinger Pro Wristwrap Gloves Negro","2024-08","18","13.33","7.00","3.83","12","9.00","15"
"Harbinger Pro Wristwrap Gloves Negro","2024-09","15","18.33","9.33","5.00","12","11.00","14"
"Harbinger Pro Wristwrap Gloves Negro","2024-10","14","15.67","11.50","6.08","10","11.33","17"
"Harbinger Pro Wristwrap Gloves Negro","2024-11","17","15.33","14.33","7.42","0","7.33","15"
"Harbinger Pro Wristwrap Gloves Negro","2024-12","15","15.33","16.83","8.58","9","6.33","15"
"Harbinger Pro Wristwrap Gloves Negro","2025-01","15","15.67","15.67","9.83","11","6.67","12"
"Harbinger Pro Wristwrap Gloves Negro","2025-02","12","14.00","14.67","10.83","11","10.33","24"
"Harbinger Pro Wristwrap Gloves Negro","2025-03","24","17.00","16.17","12.75","10","10.67","25"
"Harbinger Pro Wristwrap Gloves Negro","2025-04","25","20.33","18.00","14.75","8","9.67","15"
"Harbinger Pro Wristwrap Gloves Negro","2025-05","15","21.33","17.67","16.00","11","9.67","14"
"Harbinger Pro Wristwrap Gloves Negro","2025-06","14","18.00","17.50","17.17","11","10.00","21"
"Harbinger Pro Wristwrap Gloves Negro","2025-07","21","16.67","18.50","17.08","12","11.33","23"
"Harbinger Pro Wristwrap Gloves Negro","2025-08","23","19.33","20.33","17.50","9","10.67","16"
"Harbinger Pro Wristwrap Gloves Negro","2025-09","16","20.00","19.00","17.58","10","10.33","15"
"Harbinger Pro Wristwrap Gloves Negro","2025-10","15","18.00","17.33","17.67","7","8.67","14"
"Harbinger Pro Wristwrap Gloves Negro","2025-11","14","15.00","17.17","17.42","13","10.00","15"
"Harbinger Pro Wristwrap Gloves Negro","2025-12","15","14.67","17.33","17.42","10","10.00","18"
"Harbinger Pro Wristwrap Gloves Negro","2026-01","18","15.67","16.83","17.67","10","11.00","20"
"Harbinger Pro Wristwrap Gloves Negro","2026-02","20","17.67","16.33","18.33","9","9.67","21"
"Harbinger Pro Wristwrap Gloves Negro","2026-03","21","19.67","17.17","18.08","9","9.33","41"
"Harbinger Pro Wristwrap Gloves Negro","2026-04","41","27.33","21.50","19.42","6","8.00","39"
"Harbinger Pro Wristwrap Gloves Negro","2026-05","39","33.67","25.67","21.42","6","7.00","38"
"Harbinger Push Up Pro Handles Negro","2023-06","2","1.00","1.00","1.00","31","22.33","0"
"Harbinger Push Up Pro Handles Negro","2023-07","0","0.67","0.67","0.92","18","23.00","1"
"Harbinger Push Up Pro Handles Negro","2023-08","1","1.00","0.67","1.00","18","22.33","1"
"Harbinger Push Up Pro Handles Negro","2023-09","1","0.67","0.83","1.08","29","21.67","1"
"Harbinger Push Up Pro Handles Negro","2023-10","1","1.00","0.83","1.00","35","27.33","2"
"Harbinger Push Up Pro Handles Negro","2023-11","2","1.33","1.17","1.00","29","31.00","2"
"Harbinger Push Up Pro Handles Negro","2023-12","2","1.67","1.17","1.08","26","30.00","1"
"Harbinger Push Up Pro Handles Negro","2024-01","1","1.67","1.33","1.00","30","28.33","2"
"Harbinger Push Up Pro Handles Negro","2024-02","2","1.67","1.50","1.08","32","29.33","2"
"Harbinger Push Up Pro Handles Negro","2024-03","2","1.67","1.67","1.25","24","28.67","1"
"Harbinger Push Up Pro Handles Negro","2024-04","1","1.67","1.67","1.25","27","27.67","2"
"Harbinger Push Up Pro Handles Negro","2024-05","2","1.67","1.67","1.42","21","24.00","1"
"Harbinger Push Up Pro Handles Negro","2024-06","1","1.33","1.50","1.33","31","26.33","5"
"Harbinger Push Up Pro Handles Negro","2024-07","5","2.67","2.17","1.75","28","26.67","3"
"Harbinger Push Up Pro Handles Negro","2024-08","3","3.00","2.33","1.92","21","26.67","5"
"Harbinger Push Up Pro Handles Negro","2024-09","5","4.33","2.83","2.25","35","28.00","2"
"Harbinger Push Up Pro Handles Negro","2024-10","2","3.33","3.00","2.33","32","29.33","7"
"Harbinger Push Up Pro Handles Negro","2024-11","7","4.67","3.83","2.75","42","36.33","7"
"Harbinger Push Up Pro Handles Negro","2024-12","7","5.33","4.83","3.17","24","32.67","0"
"Harbinger Push Up Pro Handles Negro","2025-01","0","4.67","4.00","3.08","21","29.00","5"
"Harbinger Push Up Pro Handles Negro","2025-02","5","4.00","4.33","3.33","26","23.67","0"
"Harbinger Push Up Pro Handles Negro","2025-03","0","1.67","3.50","3.17","30","25.67","1"
"Harbinger Push Up Pro Handles Negro","2025-04","1","2.00","3.33","3.17","31","29.00","7"
"Harbinger Push Up Pro Handles Negro","2025-05","7","2.67","3.33","3.58","37","32.67","4"
"Harbinger Push Up Pro Handles Negro","2025-06","4","4.00","2.83","3.83","35","34.33","4"
"Harbinger Push Up Pro Handles Negro","2025-07","4","5.00","3.50","3.75","42","38.00","2"
"Harbinger Push Up Pro Handles Negro","2025-08","2","3.33","3.00","3.67","29","35.33","6"
"Harbinger Push Up Pro Handles Negro","2025-09","6","4.00","4.00","3.75","31","34.00","8"
"Harbinger Push Up Pro Handles Negro","2025-10","8","5.33","5.17","4.25","34","31.33","1"
"Harbinger Push Up Pro Handles Negro","2025-11","1","5.00","4.17","3.75","23","29.33","2"
"Harbinger Push Up Pro Handles Negro","2025-12","2","3.67","3.83","3.33","23","26.67","5"
"Harbinger Push Up Pro Handles Negro","2026-01","5","2.67","4.00","3.75","38","28.00","3"
"Harbinger Push Up Pro Handles Negro","2026-02","3","3.33","4.17","3.58","0","20.33","3"
"Harbinger Push Up Pro Handles Negro","2026-03","3","3.67","3.67","3.83","37","25.00","9"
"Harbinger Push Up Pro Handles Negro","2026-04","9","5.00","3.83","4.50","50","29.00","12"
"Harbinger Push Up Pro Handles Negro","2026-05","12","8.00","5.67","4.92","32","39.67","3"
"Harbinger Red Line Knee Wraps Rojo","2023-06","3","3.00","3.17","3.25","15","18.67","3"
"Harbinger Red Line Knee Wraps Rojo","2023-07","3","3.00","3.17","3.17","22","19.33","3"
"Harbinger Red Line Knee Wraps Rojo","2023-08","3","3.00","3.00","3.42","13","16.67","3"
